business_id,name,city,state,categories,stars,review_count
b4Xcg9kqyOi92AoBCDf8Qg,CoreLife Eatery,Franklin,TN,"Restaurants, Gluten-Free, Vegetarian, American (New), Salad",4.5,37
5ItgryJvadUrKVljjJ8l4g,Que Chula Es Puebla,Philadelphia,PA,"Restaurants, Mexican",4.0,256
C7tsqS3EHvh8TTbrDHGkYA,Cafe Bella Vista,Philadelphia,PA,"Food, Event Planning & Services, Caterers, Internet Cafes, Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea",3.5,7
LozA3u1TmiNFJTwwtDEMjA,The Creperie,Philadelphia,PA,"Creperies, Food, Specialty Food, Food Stands, Restaurants, Food Trucks",4.5,111
992we6r16q8pZQxpjgN90Q,Donatos Pizza,Plainfield,IN,"Restaurants, Chicken Wings, Sandwiches, Pizza, Salad",3.0,26
ZH_9EW1xF1FnjZ0Dj2BS-Q,The Copper Crow,Horsham,PA,"Restaurants, American (New), Bars, Steakhouses, Nightlife",3.5,38
RBFttkkL0c7IAUFVbqIWBA,El Sombrero,Franklin,TN,"Restaurants, Mexican",3.5,71
rLIcgitJX35DqjnRIfhKDQ,Einstein Bros Bagels,Brentwood,MO,"Food, Restaurants, Bagels, Breakfast & Brunch, Coffee & Tea",1.5,22
LLSCjPWE0iBKogY301vsKw,Gourmet Seafood & Grill,Skippack,PA,"Food, Bakeries, Mediterranean, Restaurants, Seafood, American (Traditional)",3.5,16
8heDjjKAbzmiC-BAn5hD6g,Florence pizza & pasta,Nashville,TN,"Gluten-Free, Italian, Pizza, Chicken Wings, Restaurants, Food Delivery Services, Food",3.0,17
j1e3-hZkEX-mnxuujdKQig,Grand East Buffet,Wilmington,DE,"Restaurants, Buffets, Chinese",3.0,85
_IiaEAAl3Nmh0H4_j_im6Q,Rib Shack,Saint Louis,MO,"Barbeque, Restaurants, Soul Food, Chicken Wings",1.5,11
L7cO2qZurrt-7SLl2oDSrA,Upland Brewing Co Tasting Room,Indianapolis,IN,"Beer Tours, Food, Restaurants, Dive Bars, Tours, Hotels & Travel, Wine Tasting Room, Beer Bar, Cocktail Bars, Beer, Wine & Spirits, Breweries, American (Traditional), Pubs, Nightlife, Bars, Arts & Entertainment, Wineries",4.0,177
Kj-2cOwy0AEu8voXw7-3rA,Little Caesars Pizza,Troy,IL,"Restaurants, Pizza",3.0,5
p7hbv9gqXaPePDikvzQy3g,Top Dog Grill,New Port Richey,FL,"Sandwiches, Hot Dogs, Burgers, Restaurants, Fast Food",4.5,28
3aoiX71DlvN4jNqooOgZyA,Las Cazuelas Grill,Harvey,LA,"Restaurants, Mexican",3.0,85
ecnmNl4PDBWWH86YRAu_rg,Lena's Deli,Yardley,PA,"Restaurants, Sandwiches, Salad, Delis",4.5,43
Am_1iBJNpXnjVRooARVGnA,Domino's Pizza,Indianapolis,IN,"Chicken Wings, Pizza, Restaurants, Sandwiches",3.0,7
_jNK0N8pvwTlDJwy7WR7zw,Sonic Drive-In,Reno,NV,"Ice Cream & Frozen Yogurt, Burgers, Fast Food, Food, Restaurants",3.0,110
XOYZ88zuI2PDrpjIFf8f0g,Chipotle Mexican Grill,Indianapolis,IN,"Restaurants, Mexican, Fast Food",2.5,8
CJVdzc54avW4ZFiB3tTrkg,South Sea Thai Kitchen,Abington,PA,"Thai, Restaurants, Pan Asian, Asian Fusion",4.5,33
lXNsI2Js-tpCVNBw17PWCg,ThienNa Deli,Pinellas Park,FL,"Food, Seafood, Restaurants, Vietnamese, Bubble Tea, Juice Bars & Smoothies",4.0,24
5MhHBSkFvaPTOotwJsa4lQ,Portside Restaurant,St. Rose,LA,"Sandwiches, Restaurants, Soup, Seafood",4.5,131
A7z2nV4JUlmwBbQx3ge2rw,Dujour,Haverford,PA,"Food, Event Planning & Services, Specialty Food, American (New), Restaurants, Caterers",3.0,46
Xj_DosaJMiWex1NFwdsFeQ,Don Giovanni's Pizza Bar & Restaurant,Philadelphia,PA,"Restaurants, Pizza",2.5,29
n4AbLQ7cm8VxeUuRhzZW9w,Jason's Mexican Restaurant,Tucson,AZ,"Restaurants, Mexican",4.5,14
qqpCUX2CGi4m-LWW0AO3QQ,Siri's Thai French Cuisine,Cherry Hill,NJ,"Restaurants, Thai, French",4.0,38
F0n-lzB9vqRLdH5Ihcs1Ag,Wasabi Reno,Reno,NV,"Restaurants, Japanese, Sushi Bars",3.0,347
NpWGrKnmm44CzpZ1Wi1bLQ,HOME Page Cafe,Philadelphia,PA,"Food, Restaurants, Coffee & Tea",4.5,8
TjAsf2vHEYh_mCHpQqGgDA,Iozzo's Garden of Italy,Indianapolis,IN,"Italian, Restaurants",4.5,526
WRFhNoO4W3-KK9tDBv49wQ,Blue Line Sandwich,New Orleans,LA,"Restaurants, Breakfast & Brunch, Sandwiches",4.5,38
0JtYhp6td4YlohZHDelnug,Full Belly Deli,Hudson,FL,"Delis, Sandwiches, Restaurants",3.5,6
D64SJopgUAeXY_l7tX8klg,Flying Carpet Cafe & Bar,Philadelphia,PA,"Middle Eastern, Tapas/Small Plates, Mediterranean, Bars, Nightlife, Restaurants",4.0,39
05ev984NYfimRN0UiFrxaA,Osteria,Philadelphia,PA,"Nightlife, Restaurants, Italian, Bars, Wine Bars",4.0,877
ADYj43RUBPLibJyE0RJ8lQ,Good Friend Chinese Restaurant,Haddon Heights,NJ,"Chinese, Restaurants",4.0,20
R3v3slHA10mQ0-tgK1dreA,Creole Envie,Edmonton,AB,"Restaurants, Food, Cajun/Creole",3.5,37
SpWw8MCO4fzZ7nBDS5JcHQ,Kathir Food Experience,Edmonton,AB,"Ethnic Food, Sri Lankan, Imported Food, Food, Indian, Specialty Food, Restaurants",4.5,7
hAaS-9vvlw_UPEMqkMi7hQ,Chipotle Mexican Grill,Indianapolis,IN,"Mexican, Fast Food, Restaurants",2.5,56
gYexMTI3GFDwFLvkz1ukBA,Tadpoles,Brandon,FL,"Restaurants, Burgers",3.5,12
gTC8IQ_i8zXytWSly3Ttvg,Cochon Butcher,New Orleans,LA,"Shopping, Butcher, Restaurants, Sandwiches, Food, Meat Shops, Specialty Food",4.5,3837
S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,Saint Louis,MO,"Restaurants, Pizza",4.0,488
8IDQ_ZPWm0pgf-tc4jXFoQ,Con Sabor Mexican Restaurant,Dunedin,FL,"Mexican, Restaurants, Tacos",4.5,22
Z0U1M1qHh_SIEJ_3wjaWDA,Edible Difference,Saint Louis,MO,"Delis, American (New), Restaurants",3.5,17
1M3zqofrUtKUiEsapMcV8Q,Apna Punjab Sweets and Take Away,Edmonton,AB,"Specialty Food, Restaurants, Food, Indian, Imported Food, Ethnic Food",4.0,14
ya4ky7GX7nTWPW40-YSAQQ,Cinder House,St. Louis,MO,"American (New), Restaurants",4.0,149
DgC5bWYmvEA-fwgfsrTzwA,Moe's Southwest Grill,Indianapolis,IN,"Salad, Mexican, Tex-Mex, Restaurants",3.5,43
LwNtL2KiLzKYudgMQ2iYXw,Jersey Mike's Subs,Seminole,FL,"Fast Food, Restaurants, Sandwiches, Delis",3.0,14
cGsewW-9GdycDS3YT_eUMA,The Cheesecake Factory - Indianapolis,Indianapolis,IN,"Salad, Desserts, Restaurants, Food, American (Traditional), Seafood, American (New)",3.0,555
Wf0uGRsMXKgVb6GVMLJKiQ,Le Peep Restaurant,Indianapolis,IN,"Restaurants, American (Traditional), Breakfast & Brunch",3.5,97
bk_2NpYno0-A-ng1XU9Rog,Papa John's Pizza,Williamstown,NJ,"Restaurants, Pizza, Food",1.5,6
1OD5rInxeC8bM3d2N8-gcQ,IHOP,Avon,IN,"American (New), Breakfast & Brunch, Diners, Restaurants, American (Traditional), Burgers",2.0,57
5-HPQP4UlNgmq0ejihbxuQ,Coffee and Coconuts,Franklin,TN,"Restaurants, Coffee & Tea, Food, Cafes, Breakfast & Brunch",4.0,124
7TGY8EXD3nOheCnack7YLQ,Sweet Tomatoes,Crestwood,MO,"Soup, American (New), Restaurants, Salad, Buffets, Vegetarian",3.0,41
DDJbil2c33o-_vGauoIOdg,Uno Pizzeria & Grill,Conshohocken,PA,"Restaurants, Gluten-Free, American (Traditional), Pizza",3.5,103
7SrKS3L6lRAfDU8FFqQe_g,Freshii,Edmonton,AB,"Restaurants, Fast Food, Vegetarian, Soup, Sandwiches, Salad",3.0,21
-6kNhGurAbdNQanqbAaoMg,Imo's Pizza,Collinsville,IL,"Pizza, Restaurants",3.0,25
KfWCXtyaE7CzQaEhq4_csQ,St. Louis Bread,Ballwin,MO,"Bagels, Soup, Bakeries, Restaurants, Breakfast & Brunch, Sandwiches, Salad, Food",2.0,42
SAp1Nk3XLbQ-zeJKyASICQ,The Cheesecake Factory - Nashville,Nashville,TN,"Restaurants, Food, American (New), Seafood, American (Traditional), Desserts, Salad",3.5,415
UMwETSFm0k8T6gwWkm9z5A,Taziki's Mediterranean Cafe - Hendersonville,Hendersonville,TN,"Vegetarian, Mediterranean, Restaurants, Gluten-Free",3.5,43
CG1Bb2MTraJYTHCPFm72XA,Red Dog Diner,New Orleans,LA,"American (New), Restaurants, Breakfast & Brunch, Bars, Nightlife, Diners, Cocktail Bars",4.5,800
JLBT0bj1vVtoDAzMd4kpOg,Boxwood Bistro,Franklin,TN,"American (New), Buffets, Restaurants",3.5,28
FhAZsZ3cKVFseHh1TiASbA,The Mustard Seed Restaurant,Reno,NV,"Barbeque, Southern, Restaurants",4.5,17
X1KTKksxwFTg_t21iWPMMA,Salento,Philadelphia,PA,"Restaurants, Italian",3.5,113
yVM8b4mD5nOmSwmZWgDwog,Andria's Steakhouse,O Fallon,IL,"Steakhouses, Restaurants",4.0,103
DyEyqX6AT978ivSW266c-A,Ho Choi Express,Clearwater,FL,"Chinese, Restaurants, Party & Event Planning, Caterers, Event Planning & Services, Noodles",3.5,63
_8yGCHO9xX7J6bWRB3oNwA,Sunshine Cafe,Royersford,PA,"American (Traditional), Desserts, Breakfast & Brunch, Food, Restaurants, Diners",4.0,81
3FKIev7ZB_KE6XHL9sUJCg,Strangelove's,Philadelphia,PA,"Nightlife, Event Planning & Services, Local Flavor, Bars, American (Traditional), Restaurants, Unofficial Yelp Events",4.0,443
eqtPf3FxtAN6KannmHQfTw,Arby's of Kingston Springs,Kingston Springs,TN,"Sandwiches, Fast Food, Restaurants",2.0,5
5OpNE-GEP1unD89k61XbVQ,Taco Bell,Metairie,LA,"Restaurants, Tex-Mex, Tacos, Breakfast & Brunch, Fast Food, Mexican",1.0,17
UBX73ZWgCdgom4nv0UeGvg,Border Cafe,Newark,DE,"Cajun/Creole, Vegetarian, Restaurants, Tex-Mex, Cocktail Bars, Bars, Nightlife",4.0,742
DXDoh8MNrqjtXsZnkuk4hA,Frenchy's Rockaway Grill,Clearwater Beach,FL,"Sandwiches, American (Traditional), Restaurants, Seafood",4.0,2301
A9bqf3aoiQXX9WBswewivg,Rotisseur,Philadelphia,PA,"Vietnamese, Sandwiches, Southern, Restaurants, American (New)",3.5,243
lQkFokea7UKZ_MJz6RwQOg,El Paso Restaurant,Gretna,LA,"Restaurants, Mexican",4.5,45
77eLvITjZT6P6KNSsw0n4g,Espresso Cafe & Sushi Bar,Philadelphia,PA,"Japanese, Sushi Bars, Restaurants, Kosher",3.5,18
NfUKLEcnR5c0cLnztw19IA,801 Fish,Clayton,MO,"Nightlife, Salad, Live/Raw Food, Seafood, Restaurants, Fish & Chips, Soup, Bars, American (Traditional)",4.0,164
Ar4ctGEUqYcQyibZBzwagw,Tinker House Events,Indianapolis,IN,"Distilleries, American (Traditional), Event Planning & Services, Food, Venues & Event Spaces, Restaurants",4.5,19
AzJxYiN1OmEphaCPMP2wWA,Wei Hong Seafood Restaurant,Saint Louis,MO,"Cantonese, Food, Restaurants, Dim Sum, Chinese, Seafood",3.5,123
dgYdzS83kVzt8rWGEVSsVg,Poppy's Pizzeria & Ristorante,Langhorne,PA,"Restaurants, Pizza, Italian",4.0,26
qTicP3qlsW6zqLV7P1Uz_g,The Eastern Peak,Nashville,TN,"Restaurants, Asian Fusion, Sushi Bars, Thai",4.0,396
DSBpEOrzxdnV8kuNrNK-bw,Toot's Restaurant,Smyrna,TN,"American (New), American (Traditional), Restaurants",3.0,99
3zvXuLNed5Bvvl5l8OQbCA,Bonefish Grill,Indianapolis,IN,"Restaurants, Seafood, American (New), Cocktail Bars, Nightlife, Bars",4.0,333
MBtoji84lhvTCRTjfLwTDw,Tim Hortons,Edmonton,AB,"Delis, Sandwiches, Food, Restaurants, Coffee & Tea",2.5,6
Wk13M1dlcPkvViEwr55otQ,Pappas Ranch Steakhouse & Bar,Clearwater,FL,"Nightlife, Sports Bars, Beer, Wine & Spirits, Steakhouses, Bars, Restaurants, Food",3.0,42
4c2g3f516yTu4mZLbYqsmQ,Passage Restaurant,Philadelphia,PA,"Restaurants, German, French, Modern European, Beer, Wine & Spirits, Ukrainian, Food",4.0,21
aSfbQpDswUF18wT5pTFB9g,Webster Wok,Saint Louis,MO,"Japanese, Restaurants, Szechuan, Chinese, Seafood",3.5,88
2z82YBsqTcf4VRkcdVCTmg,Panda Express,Philadelphia,PA,"Food, Chinese, Fast Food, Restaurants",3.5,35
EloWmx9ZsfRuxp-jKSX07A,Taco Bell,Delran,NJ,"Restaurants, Tacos, Mexican, Tex-Mex, Fast Food, Breakfast & Brunch",2.0,20
e1S7fk_rLmKjezewn85s9A,Blue Coast Burrito,Hendersonville,TN,"Specialty Food, Food, Imported Food, Ethnic Food, Mexican, Restaurants",3.5,38
72xA2I4Nf9FSadBDUuhfNQ,Shogun Japanese Steakhouse,St. Charles,MO,"Steakhouses, Seafood, Salad, Japanese, Restaurants, Teppanyaki",3.0,52
gIIZQRP878_yceemj2bK_A,HI FI Kitchen & Cocktails,Tucson,AZ,"Restaurants, Sports Bars, Dance Clubs, American (New), Nightlife, Bars",2.5,257
bdXSkYTovwYSv2hpOp5iZQ,Hyde Park Cafe,Tampa,FL,"Pizza, Restaurants, Nightlife, Lounges, Event Planning & Services, Venues & Event Spaces, Dance Clubs, Bars",3.0,124
zIsFjZgJYxGAz5-y0XTGDg,Deli At the Grove,Boise,ID,"Delis, Restaurants",4.5,6
CS3dJ8m5rVd6u6bkqyt0lQ,Juicy Seafood-Smyrna,Smyrna,TN,"Restaurants, Seafood, Cajun/Creole",4.0,71
R8-iNVaAd0xLPes8oAQ6Rw,St. Louis Kolache,Saint Louis,MO,"Desserts, Bakeries, Food, Breakfast & Brunch, Restaurants",4.5,67
621PF9xHAxH_y7zkTTEXVg,Chilangos,Indianapolis,IN,"Restaurants, Mexican",4.5,14
WbI0hy9A41X0rYk3oKqnDw,China Buffet,Tampa,FL,"Restaurants, Chinese",2.0,77
11HXgzo47w5e5pziFXpTNg,Market 16 Noodle Bar,Philadelphia,PA,"Food, Noodles, Specialty Food, Ethnic Food, Imported Food, Sushi Bars, Restaurants",1.5,39
cp2ZSHXibAxCHvJoPPyLag,Schiro's Cafe,New Orleans,LA,"Food, Grocery, Indian, Cafes, Restaurants",4.0,65
T3hRVrL3Yyy27iOvvKW8Ig,NOLA Smokehouse,New Orleans,LA,"Steakhouses, Barbeque, Food, Beer, Wine & Spirits, Restaurants, Food Delivery Services",4.5,12
f0-cC5OUb-O-HHPvrs5Ang,Craft Ale House,Limerick,PA,"Gastropubs, Beer, Wine & Spirits, Bars, Nightlife, American (New), Beer Bar, Food, Restaurants",3.5,236
pOPOf0mnfLBCoqid_z19zg,Dominick's Pizzeria,Quakertown,PA,"Pizza, Restaurants",3.5,54
4fdueQgqj-QZQA-ML8WU5w,the brewers cabinet production,Reno,NV,"Food, Breweries, Distilleries, Bars, Restaurants, Nightlife, Burgers, Cocktail Bars",5.0,13
XWDbA6RFVBBLjPps-f47Cw,Pasteleria Rojas,Wilmington,DE,"Food, Patisserie/Cake Shop, Bakeries, Restaurants, Mexican",3.5,5
uShHLfwPhalzCPxh5VwgUQ,McDonald's,St. Petersburg,FL,"Burgers, Coffee & Tea, Restaurants, Fast Food, Food",1.5,13
CN6QlJEL7jC1NRrSE1fFEg,The Harp,Meridian,ID,"Restaurants, Nightlife, Irish Pub, Bars",3.5,55
A1vRMw8CqtLbWXlyJWUdIw,Brooklyn Knish,Clearwater,FL,"Food, Restaurants, Kosher, Bakeries",3.0,12
XuO9tZt0mEJeawrrt0R52g,Pub Webb,Philadelphia,PA,"Beer, Wine & Spirits, Food, Nightlife, Restaurants, Music Venues, Sports Bars, Bars, Arts & Entertainment, American (New)",4.0,60
D2nWALQlqSPPxNLk84Mwrg,SideBird Kitchen,Havertown,PA,"American (New), Sandwiches, Restaurants, Beer Bar, Bars, Nightlife",4.5,7
p5B8e4OhwiJwnlJ7kz3_3Q,Seafood City Supermarket,Edmonton,AB,"Specialty Food, Filipino, Seafood Markets, Restaurants, Food Court, International Grocery, Food",3.5,8
ECOUuwE5H1HHE8xBfNAjFg,Crescent City Brewhouse,New Orleans,LA,"American (Traditional), Restaurants, Food, Nightlife, Cajun/Creole, Breweries, Bars, Event Planning & Services, Venues & Event Spaces, Pubs, Brewpubs",3.5,929
mPuEgppqgqF9cvvlGTEocg,The Blue Pearl,Saint Louis,MO,"Arts & Entertainment, Asian Fusion, Nightlife, Restaurants, Thai, Bars, Lounges, Music Venues, Wine Bars",4.5,11
9OH9xOearyJrCPXL9xOImA,Dragons Place,Saint Louis,MO,"Chinese, Restaurants",4.0,44
znr5iGWOnCxgmZ8DJ-hEqQ,Big Bang's Bar & Grill,Philadelphia,PA,"Restaurants, Asian Fusion, American (New), Soul Food",2.5,11
gxL1ffZZiJjPqydS379XZw,Accent Lounge,Edmonton,AB,"Nightlife, Lounges, Restaurants, Canadian (New), American (New), Bars",4.0,62
e1VzUnaKA3uSHhAxxI99aw,McDonald's,Saint Charles,MO,"Restaurants, Fast Food, Burgers",1.0,10
aROWvF8ltWk6LLNO62haag,Biryani Bowl Indian Cuisine,Philadelphia,PA,"Asian Fusion, Halal, Restaurants, Vegetarian, Indian, Food, Food Delivery Services",4.0,109
SsW2RC6_YHzacokncPr9Cw,Pizza Plaza,Cherry Hill,NJ,"Restaurants, Salad, Pizza, Italian",3.5,23
_QQHhERJ1WVH05Vc8AJ1kQ,McDonald's,Smyrna,TN,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers",1.5,14
EpKsWIybVzy76IqR4VVwbA,Mai Tai,Metairie,LA,"Restaurants, Thai, Chinese",2.5,46
s6bVg8O4OUumsFn1RCS66g,Flamingo Resort,St. Petersburg,FL,"Hostels, Gay Bars, Bars, Nightlife, Hotels, Hotels & Travel, Event Planning & Services, Restaurants, Resorts",2.0,75
xz-da0duuT4R24bW554L8A,Angkorians,Nashville,TN,"Restaurants, Cambodian",4.0,25
vnMkK4xE-jVO1SOeyYUR7A,Grand Bay Driving Range,Reno,NV,"American (New), Event Planning & Services, Active Life, Hotels, Hotels & Travel, Restaurants, Golf",3.5,66
WC8vQdCC-nSawCh2IV4epg,Atlantis Steakhouse,Reno,NV,"Restaurants, Steakhouses",4.5,474
6kMEt2jDpFHIt2fFuVczEw,Blupoint Oyster House,Indianapolis,IN,"Bars, Nightlife, Seafood, Chicken Shop, Restaurants",4.5,67
UvrGX7xlC761Odh01PEyAA,Sunny's Cantina,St Louis,MO,"Cocktail Bars, Bars, Restaurants, Nightlife, Burgers, Tacos, Mexican",4.5,77
RbMnBKRiU629BooSSYWEUQ,Aria Mediterranean Cuisine,Swarthmore,PA,"Greek, Afghan, Restaurants, Middle Eastern, Mediterranean, Halal",4.0,61
FcpUVh4rkOdQ22raeVPekg,Papa John's Pizza,Saint Louis,MO,"Pizza, Fast Food, Food Delivery Services, Restaurants, Food",1.5,62
8eipnZSadL3OcXGBtDIiRA,MacDinton's St Pete,St Petersburg,FL,"Irish, Nightlife, Irish Pub, Restaurants, Bars, Sports Bars",3.5,145
kQoIYrwicWVN4ASBVGXJKw,PrimoHoagies,Prospect Park,PA,"Restaurants, Italian, Sandwiches",2.5,21
Ty1hqO9LZ4CjRdIA_i-1ig,Formaggi Pizza,Clearwater,FL,"Restaurants, Nightlife, Italian, Bars, Pizza, Greek, Food, Bakeries",4.0,71
0b1Ujdimr2gdc9Ic4oIxuA,Amanda's Bar None,Gloucester Township,NJ,"Sports Bars, American (Traditional), Restaurants, Nightlife, Food, Bars, Breweries",3.0,38
DnNpi-NbFPXyJHikqxPjSA,Dunkin',Cherry Hill,NJ,"Donuts, Coffee & Tea, Food, Restaurants",3.5,14
KX2WxEYtBIrepYD7MOQqqQ,Pinocchio's Pizza,Tarpon Springs,FL,"Pizza, Food, Restaurants, Salad, Italian, Desserts",3.5,48
5K14YgvK1EmvUBf_kac8oQ,On the Border Mexican Grill & Cantina,Boise,ID,"Mexican, Restaurants",3.0,30
-KugJyLmuTECAE121jsCkg,Charlie's Pizza,Claymont,DE,"Restaurants, Pizza",4.5,39
KeM5P3tmiRbZQ-fldTPw9A,Ferg's Live,Tampa,FL,"Beer, Wine & Spirits, Bars, Restaurants, Lounges, American (Traditional), Food, Nightlife",3.0,123
0q27L4aOGuXyQ1Eo-IOY0Q,Social Bar and Grill,St. Louis,MO,"Nightlife, Sports Bars, Bars, American (Traditional), Restaurants",3.5,74
lAGS4ujbBQiSX_WL1GPkIg,Pete's Clown House,Philadelphia,PA,"Restaurants, Breakfast & Brunch",4.0,76
wXyHGKmlvQUBGexb2my0JQ,Tru Burger,New Orleans,LA,"Burgers, American (Traditional), Restaurants",3.5,244
Mz2ojdB5s1xW_tILMLXEDg,Jade Harbor,Philadelphia,PA,"Restaurants, Chinese, Seafood",3.0,174
2HbSKhg0pvVxP3WpLki37w,Papa John's Pizza,Folsom,PA,"Restaurants, Pizza",2.5,5
9S27fyvYv61aWeN8am1Bdw,Kevin's Kitchen,Clearwater,FL,"Breakfast & Brunch, American (Traditional), Restaurants",4.5,8
Tf2tV_8ohPVKiVLDe61oHg,The Pub by Wegmans,North Wales,PA,"Pubs, Nightlife, Sandwiches, Bars, Salad, American (Traditional), Restaurants",3.5,48
0GY-R3CNZihkjrdegDHI0g,Blue Grill Barbeque,Gallatin,TN,"Food, Sandwiches, Desserts, Restaurants, Barbeque",4.0,14
c5IbgP-mYEcIErktwqLKlQ,Skewers Bar and Grill,Philadelphia,PA,"American (New), Nightlife, Hookah Bars, Restaurants, Pubs, Bars, Fast Food",4.0,5
UOz7jEJes9nPkTC-BujXbg,The Buffet,Edmonton,AB,"Buffets, Restaurants, Casinos, Arts & Entertainment",3.0,12
-F-30mTCP0dUr_mm57NxUQ,Makers Alley,Wilmington,DE,"Nightlife, Beer Gardens, Food Trucks, Food, Restaurants",4.5,12
hJ3LjSxb2gYuVKOHbS8duQ,Barnfire Mesquite Grill,Tucson,AZ,"American (New), Steakhouses, Sports Bars, Bars, Nightlife, American (Traditional), Restaurants",3.0,131
QsgDdC2znJ763rFHilncZQ,Wood Pizza Bistro and Taphouse,New Orleans,LA,"Italian, Gastropubs, Pizza, Restaurants",3.5,266
uBLPJzHkQZG_4TuQdEoTQg,Chaps Pit Beef,Media,PA,"Sandwiches, Restaurants, Barbeque",3.5,38
lNaQlnNvevK91XDHd-G9-Q,Juice Bar Ladue,Ladue,MO,"Juice Bars & Smoothies, Food, Vegetarian, Restaurants, Acai Bowls",4.0,34
rGauo-cmBKunJLm_GxeGFg,Beto's Mexican Food,Sparks,NV,"Restaurants, Mexican",2.5,29
z2VVTgZ0aEYmxN4n6RHMJA,Smashburger,Tucson,AZ,"Burgers, Restaurants, American (New)",3.0,167
6uJUJe5Le7UYr7R1mbiTkA,Jack in the Box,Nashville,TN,"Tacos, Burgers, Breakfast & Brunch, Restaurants, Fast Food, Mexican",2.0,17
JbyHeQe-Ifn3FPpp0LATwA,Dice's Deli & Catering,Philadelphia,PA,"Food, Delicatessen, Restaurants, Sandwiches, Burgers, Delis",4.0,11
HV_XqMwbB6xfRrrnrTzeFQ,Golden 88 Restaurant,Sherwood Park,AB,"Oriental, Chinese, Restaurants",4.0,6
eKtSRYN5w9ujupn9Spx2Cg,Exit 10 Restaurant & Pub,Seffner,FL,"Pizza, Chicken Wings, Restaurants, American (Traditional)",3.0,15
fQ-kp7X29DAdzJjt6PN1JA,Papa Luigi,Pitman,NJ,"Italian, Pizza, Restaurants",3.0,9
6qpa_HVaJ47vrukvK0qjsQ,Subway,Cinnaminson,NJ,"Restaurants, Sandwiches, Fast Food, Delis",2.5,5
G5sMILBHK-4Qh9gam6GcAg,Vui’s Kitchen,Franklin,TN,"Restaurants, Vietnamese",3.5,77
J0upe5MQ5X9MkchhS_Aotw,Colonial Quy Bau,Willow Grove,PA,"French, Asian Fusion, Restaurants, Vietnamese",4.0,220
CM5Dq-mKnZYdi9OlVluehA,ERA,Philadelphia,PA,"Restaurants, Ethiopian, Dive Bars, Nightlife, Bars",4.0,182
haYikT8axUlLyNS7k-osng,McDonald's,Tucson,AZ,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",1.5,57
khl4Vj-w8YsvxWxEbLh6Zg,Mirabella,Metairie,LA,"Shopping, Restaurants, Women's Clothing, Pizza, Shoe Stores, Accessories, Fashion, Jewelry",3.5,7
ASv8LOQ4Yz79FsKt8mqzqg,Bully's Sports Bar & Grill,Reno,NV,"Nightlife, American (Traditional), Chicken Wings, Sports Bars, Bars, Restaurants",3.0,73
_5YKKrnxZ60H_VqtX3k-jw,Philly Pub 'n Grub,Philadelphia,PA,"Cheesesteaks, American (New), Burgers, Pubs, Nightlife, Restaurants, Chicken Wings, Sports Bars, Bars",2.5,42
79pzxfiblK7h9qQKMyzkDw,Sekisui,Saint Louis,MO,"Japanese, Restaurants",3.0,91
YIbHDmrm1VBxwP5a9-GqSQ,Sandy's Beef & Ale,Langhorne,PA,"Pubs, Irish Pub, Chicken Wings, Restaurants, Sandwiches, Sports Bars, Steakhouses, Nightlife, Bars",3.5,92
OgUrojj-vHiX51ra4A8uqg,Greek From Greece,Kennett Square,PA,"Coffee & Tea, Food, Greek, Restaurants, Bakeries",4.5,23
at4PB3mejHy6cX_xNLhMYQ,Dunkin',Port Richey,FL,"Restaurants, Coffee & Tea, Food, Donuts",2.0,21
d80UhRat3G8dEOC-CahnxQ,Sansai Japanese Grill,Clayton,MO,"Japanese, Restaurants",3.0,9
QTh-3Tj8FNe5wpWXSpabXw,Taco Bell,Collinsville,IL,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Mexican, Tacos",1.5,19
GG1GFaKJDA5IfyZ8Xu29Jw,Jiggers Bar & Grill,Metairie,LA,"Burgers, Restaurants, American (Traditional), Nightlife, Sports Bars, Bars, Cocktail Bars",3.0,25
CGNGY8cHPfLeddV1UNVMuA,Larry's Family Restaurant,Pottstown,PA,"Restaurants, American (Traditional), Mexican, Diners",4.0,13
ohz8XewJjzP4vBYsaCwwOg,Pinchy’s Lobster,Franklin,TN,"Restaurants, Seafood, Food, Food Trucks",4.0,8
mt3cUf9ToOqrSCszeP90xw,Chin's Asia Fresh,Carmel,IN,"Chinese, Asian Fusion, Restaurants, Salad, Soup",4.5,21
C_MrreF_COn_48YeoDhRWg,Whisky Lounge,Reno,NV,"German, Cocktail Bars, Restaurants, Whiskey Bars, Bars, Nightlife",4.5,80
vbA_gS6GPzwMOx0TRoh-MA,Del Taco,Reno,NV,"Restaurants, Fast Food, Mexican",3.0,42
5iziuvhlOhqH4dzvc-iDNA,Capri,Indianapolis,IN,"Restaurants, Italian",4.5,200
83KdaW9JNrCnlaNl_u7NiA,Fuji Fine Japanese Cuisine,North Wales,PA,"Ramen, Teppanyaki, Japanese, Restaurants, Sushi Bars",3.5,57
qNQkV4joTSqFRWZBRLfSoQ,Asian Chao,Lutz,FL,"Asian Fusion, Restaurants",3.0,12
